É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/07/05 19:02:21

,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl,â°ïl
2022/2/3,6.2,8,1,10.4,8,1,2.2,8,1,0,1,8,1,2.6,8,1,7.3,0,8,1
2022/2/4,5.7,8,1,8.1,8,1,4.1,8,1,0,1,8,1,2.5,8,1,1.2,0,8,1
2022/2/5,4.2,8,1,9.3,8,1,0.6,8,1,0,1,8,1,3.6,8,1,6.7,0,8,1
2022/2/6,3.0,8,1,7.3,8,1,-0.6,8,1,0,1,8,1,2.9,8,1,7.0,0,8,1
2022/2/7,4.7,8,1,9.6,8,1,0.5,8,1,0,1,8,1,3.3,8,1,10.0,0,8,1
2022/2/8,5.9,8,1,8.5,8,1,3.6,8,1,0.0,0,8,1,3.0,8,1,4.3,0,8,1
2022/2/9,6.5,8,1,9.9,8,1,3.8,8,1,0,1,8,1,4.1,8,1,7.3,0,8,1
2022/2/10,2.7,8,1,6.8,8,1,1.2,8,1,19.0,0,8,1,5.5,8,1,0.0,0,8,1
2022/2/11,4.9,8,1,9.8,8,1,1.4,8,1,0.5,0,8,1,3.6,8,1,8.7,0,8,1
2022/2/12,5.8,8,1,9.8,8,1,1.7,8,1,0,1,8,1,2.3,8,1,10.0,0,8,1
2022/2/13,3.7,8,1,5.3,8,1,1.1,8,1,22.5,0,8,1,3.8,8,1,0.0,0,8,1
2022/2/14,4.5,8,1,7.5,8,1,1.1,8,1,2.5,0,8,1,3.9,8,1,0.7,0,8,1
2022/2/15,6.5,8,1,12.5,8,1,1.8,8,1,0.0,0,8,1,2.5,8,1,6.7,0,8,1
2022/2/16,6.7,8,1,12.5,8,1,2.8,8,1,0,1,8,1,3.3,8,1,9.9,0,8,1
2022/2/17,4.8,8,1,9.2,8,1,1.8,8,1,0,1,8,1,3.1,8,1,7.6,0,8,1
2022/2/18,6.6,8,1,11.3,8,1,1.4,8,1,0,1,8,1,3.6,8,1,10.4,0,8,1
2022/2/19,5.3,8,1,8.0,8,1,2.9,8,1,7.0,0,8,1,2.6,8,1,0.4,0,8,1
2022/2/20,6.2,8,1,10.5,8,1,3.3,8,1,8.0,0,8,1,4.3,8,1,1.0,0,8,1
2022/2/21,4.8,8,1,10.4,8,1,1.3,8,1,0,1,8,1,4.7,8,1,10.9,0,8,1
2022/2/22,4.9,8,1,9.2,8,1,0.6,8,1,0,1,8,1,3.4,8,1,10.0,0,8,1
2022/2/23,4.8,8,1,9.1,8,1,1.3,8,1,0,1,8,1,3.8,8,1,9.7,0,8,1
2022/2/24,5.2,8,1,10.3,8,1,2.7,8,1,0,1,8,1,4.5,8,1,7.4,0,8,1
2022/2/25,6.7,8,1,12.8,8,1,1.5,8,1,0,1,8,1,2.7,8,1,11.0,0,8,1
2022/2/26,9.0,8,1,14.0,8,1,3.7,8,1,0,1,8,1,3.7,8,1,10.9,0,8,1
2022/2/27,10.5,8,1,18.1,8,1,5.5,8,1,0,1,8,1,4.4,8,1,10.5,0,8,1
2022/2/28,9.7,8,1,14.8,8,1,4.7,8,1,0,1,8,1,2.7,8,1,10.2,0,8,1
2022/3/1,11.4,8,1,17.7,8,1,6.3,8,1,0.0,0,8,1,3.5,8,1,7.6,0,8,1
2022/3/2,11.6,8,1,14.8,8,1,9.0,8,1,0.0,0,8,1,3.3,8,1,5.5,0,8,1
2022/3/3,10.1,8,1,16.2,8,1,7.0,8,1,0.0,0,8,1,3.8,8,1,8.5,0,8,1
2022/3/4,8.7,8,1,12.4,8,1,6.4,8,1,0,1,8,1,3.0,8,1,4.8,0,8,1
2022/3/5,11.6,8,1,17.9,8,1,5.5,8,1,0,1,8,1,4.7,8,1,10.4,0,8,1
2022/3/6,8.2,8,1,12.4,8,1,5.3,8,1,0,1,8,1,4.7,8,1,9.5,0,8,1
2022/3/7,8.5,8,1,13.2,8,1,3.1,8,1,0.0,0,8,1,2.7,8,1,10.0,0,8,1
2022/3/8,6.7,8,1,8.0,8,1,5.0,8,1,0.0,0,8,1,4.0,8,1,0.0,0,8,1
2022/3/9,8.5,8,1,12.5,8,1,4.9,8,1,0,1,8,1,3.1,8,1,9.1,0,8,1
2022/3/10,9.6,8,1,14.2,8,1,5.1,8,1,0,1,8,1,2.6,8,1,10.7,0,8,1
2022/3/11,12.2,8,1,18.2,8,1,6.3,8,1,0,1,8,1,4.0,8,1,10.6,0,8,1
2022/3/12,14.7,8,1,20.8,8,1,9.6,8,1,0,1,8,1,2.1,8,1,10.8,0,8,1
2022/3/13,14.9,8,1,20.0,8,1,10.5,8,1,0,1,8,1,4.2,8,1,5.3,0,8,1
2022/3/14,17.2,8,1,24.0,8,1,9.7,8,1,3.0,0,8,1,4.3,8,1,9.0,0,8,1
2022/3/15,12.6,8,1,19.2,8,1,7.6,8,1,0.0,0,8,1,2.8,8,1,7.2,0,8,1
2022/3/16,14.6,8,1,20.7,8,1,11.4,8,1,0,1,8,1,2.6,8,1,7.3,0,8,1
2022/3/17,14.2,8,1,19.9,8,1,10.2,8,1,4.0,0,8,1,2.6,8,1,7.5,0,8,1
2022/3/18,5.9,8,1,10.4,8,1,4.2,8,1,49.5,0,8,1,4.8,8,1,0.0,0,8,1
2022/3/19,10.3,8,1,16.2,8,1,5.1,8,1,3.5,0,8,1,3.1,8,1,2.9,0,8,1
2022/3/20,10.7,8,1,15.2,8,1,6.7,8,1,0.0,0,8,1,2.3,8,1,4.7,0,8,1
2022/3/21,9.9,8,1,12.9,8,1,7.1,8,1,0.0,0,8,1,2.6,8,1,5.1,0,8,1
2022/3/22,4.6,8,1,11.3,8,1,2.4,8,1,15.0,0,8,1,3.9,8,1,0.0,0,8,1
2022/3/23,6.1,8,1,10.5,8,1,2.2,8,1,1.5,0,8,1,3.3,8,1,6.8,0,8,1
2022/3/24,8.5,8,1,13.4,8,1,3.6,8,1,1.0,0,8,1,2.8,8,1,11.2,0,8,1
2022/3/25,12.4,8,1,17.5,8,1,6.4,8,1,0.0,0,8,1,2.7,8,1,10.9,0,8,1
2022/3/26,16.3,8,1,19.1,8,1,13.6,8,1,16.0,0,8,1,5.2,8,1,0.1,0,8,1
2022/3/27,16.7,8,1,21.0,8,1,13.4,8,1,1.5,0,8,1,3.6,8,1,2.8,0,8,1
2022/3/28,14.0,8,1,18.9,8,1,11.9,8,1,0.0,0,8,1,4.1,8,1,7.5,0,8,1
2022/3/29,10.8,8,1,12.2,8,1,8.6,8,1,1.5,0,8,1,2.7,8,1,0.0,0,8,1
2022/3/30,14.4,8,1,19.4,8,1,9.4,8,1,0.0,0,8,1,3.4,8,1,2.9,0,8,1
2022/3/31,15.9,8,1,22.6,8,1,9.9,8,1,7.0,0,8,1,3.6,8,1,6.0,0,8,1
2022/4/1,8.0,8,1,12.5,8,1,3.9,8,1,19.0,0,8,1,4.8,8,1,5.0,0,8,1
2022/4/2,9.0,8,1,12.9,8,1,5.2,8,1,0.0,0,8,1,3.5,8,1,10.6,0,8,1
2022/4/3,8.4,8,1,10.4,8,1,7.1,8,1,16.5,0,8,1,4.3,8,1,0.0,0,8,1
2022/4/4,8.8,8,1,10.1,8,1,7.5,8,1,58.0,0,8,1,6.6,8,1,0.0,0,8,1
2022/4/5,12.8,8,1,17.7,8,1,8.8,8,1,0.5,0,8,1,5.3,8,1,7.3,0,8,1
2022/4/6,16.0,8,1,21.4,8,1,11.7,8,1,0,1,8,1,3.5,8,1,7.3,0,8,1
2022/4/7,15.0,8,1,18.1,8,1,12.6,8,1,0,1,8,1,3.5,8,1,7.6,0,8,1
2022/4/8,15.7,8,1,21.2,8,1,11.1,8,1,0,1,8,1,3.3,8,1,12.1,0,8,1
2022/4/9,17.2,8,1,23.0,8,1,11.2,8,1,0,1,8,1,4.5,8,1,11.5,0,8,1
2022/4/10,19.4,8,1,26.1,8,1,14.6,8,1,0,1,8,1,2.8,8,1,11.8,0,8,1
2022/4/11,19.2,8,1,24.4,8,1,15.1,8,1,0,1,8,1,4.2,8,1,9.1,0,8,1
2022/4/12,20.1,8,1,24.9,8,1,16.3,8,1,0,1,8,1,3.6,8,1,11.5,0,8,1
2022/4/13,20.9,8,1,26.2,8,1,16.6,8,1,0,1,8,1,3.2,8,1,11.4,0,8,1
2022/4/14,13.1,8,1,21.2,8,1,10.5,8,1,0.5,0,8,1,2.8,8,1,0.0,0,8,1
2022/4/15,10.7,8,1,12.1,8,1,8.8,8,1,20.5,0,8,1,3.0,8,1,0.0,0,8,1
2022/4/16,12.1,8,1,17.2,8,1,8.6,8,1,0.0,0,8,1,3.6,8,1,5.1,0,8,1
2022/4/17,13.4,8,1,17.4,8,1,10.7,8,1,1.0,0,8,1,2.0,8,1,1.7,0,8,1
2022/4/18,14.5,8,1,17.6,8,1,12.4,8,1,26.5,0,8,1,3.1,8,1,1.3,0,8,1
2022/4/19,15.3,8,1,20.0,8,1,11.7,8,1,0.0,0,8,1,2.8,8,1,6.4,0,8,1
2022/4/20,12.7,8,1,14.0,8,1,10.2,8,1,2.5,0,8,1,3.8,8,1,0.0,0,8,1
2022/4/21,16.0,8,1,20.0,8,1,12.0,8,1,14.5,0,8,1,2.4,8,1,4.5,0,8,1
2022/4/22,19.4,8,1,25.7,8,1,13.9,8,1,33.5,0,8,1,2.7,8,1,10.0,0,8,1
2022/4/23,20.7,8,1,26.0,8,1,17.1,8,1,0,1,8,1,2.0,8,1,8.6,0,8,1
2022/4/24,17.8,8,1,20.7,8,1,15.1,8,1,9.5,0,8,1,2.7,8,1,0.1,0,8,1
2022/4/25,19.7,8,1,26.6,8,1,13.8,8,1,0,1,8,1,2.6,8,1,12.0,0,8,1
2022/4/26,20.8,8,1,22.6,8,1,18.0,8,1,1.0,0,8,1,5.2,8,1,0.1,0,8,1
2022/4/27,22.5,8,1,26.0,8,1,19.3,8,1,1.5,0,8,1,5.7,8,1,2.0,0,8,1
2022/4/28,16.9,8,1,20.7,8,1,14.6,8,1,0.0,0,8,1,3.2,8,1,3.7,0,8,1
2022/4/29,13.6,8,1,16.6,8,1,10.2,8,1,50.5,0,8,1,4.3,8,1,0.1,0,8,1
2022/4/30,12.9,8,1,17.1,8,1,9.0,8,1,0,1,8,1,3.5,8,1,12.7,0,8,1
2022/5/1,13.3,8,1,16.5,8,1,11.3,8,1,22.0,0,8,1,3.1,8,1,0.0,0,8,1
2022/5/2,14.2,8,1,19.9,8,1,11.3,8,1,3.0,0,8,1,3.1,8,1,4.0,0,8,1
2022/5/3,15.3,8,1,20.2,8,1,11.1,8,1,0,1,8,1,3.1,8,1,12.3,0,8,1
2022/5/4,18.3,8,1,23.7,8,1,12.1,8,1,0,1,8,1,3.8,8,1,12.8,0,8,1
2022/5/5,19.8,8,1,25.2,8,1,15.5,8,1,0,1,8,1,3.1,8,1,11.2,0,8,1
2022/5/6,19.5,8,1,23.6,8,1,16.6,8,1,0,1,8,1,3.0,8,1,5.9,0,8,1
2022/5/7,18.5,8,1,23.1,8,1,15.8,8,1,3.5,0,8,1,2.4,8,1,3.1,0,8,1
2022/5/8,18.3,8,1,22.4,8,1,15.8,8,1,0.0,0,8,1,3.3,8,1,4.1,0,8,1
2022/5/9,14.7,8,1,18.1,8,1,11.9,8,1,9.0,0,8,1,4.2,8,1,0.4,0,8,1
2022/5/10,16.5,8,1,21.9,8,1,11.8,8,1,0.5,0,8,1,4.1,8,1,10.2,0,8,1
2022/5/11,18.7,8,1,23.9,8,1,13.8,8,1,0,1,8,1,2.6,8,1,8.7,0,8,1
2022/5/12,19.4,8,1,23.3,8,1,17.1,8,1,4.0,0,8,1,2.2,8,1,0.9,0,8,1
2022/5/13,18.7,8,1,21.2,8,1,17.0,8,1,53.0,0,8,1,2.7,8,1,0.0,0,8,1
2022/5/14,21.8,8,1,24.9,8,1,20.0,8,1,21.5,0,8,1,4.1,8,1,2.0,0,8,1
2022/5/15,17.6,8,1,20.5,8,1,15.0,8,1,1.5,0,8,1,3.0,8,1,0.0,0,8,1
2022/5/16,15.0,8,1,15.8,8,1,14.5,8,1,7.0,0,8,1,3.4,8,1,0.0,0,8,1
2022/5/17,16.0,8,1,17.7,8,1,14.5,8,1,1.0,0,8,1,1.6,8,1,0.0,0,8,1
2022/5/18,18.6,8,1,24.4,8,1,13.8,8,1,0,1,8,1,2.6,8,1,12.1,0,8,1
2022/5/19,20.3,5,1,26.0,5,1,15.0,5,1,0,1,5,1,3.7,5,1,8.9,0,5,1
2022/5/20,20.9,8,1,24.2,8,1,17.4,8,1,0,1,8,1,3.0,8,1,3.9,0,8,1
2022/5/21,18.7,8,1,20.3,8,1,15.1,8,1,12.0,0,8,1,2.1,8,1,0.0,0,8,1
2022/5/22,19.1,8,1,25.0,8,1,14.9,8,1,2.0,0,8,1,3.7,8,1,5.0,0,8,1
2022/5/23,19.6,8,1,24.4,8,1,16.8,8,1,1.0,0,8,1,2.9,8,1,6.8,0,8,1
2022/5/24,21.1,8,1,25.7,8,1,17.0,8,1,0,1,8,1,3.3,8,1,11.5,0,8,1
2022/5/25,21.6,8,1,26.2,8,1,18.7,8,1,0,1,8,1,3.9,8,1,8.7,0,8,1
2022/5/26,21.5,8,1,25.8,8,1,17.9,8,1,0.0,0,8,1,3.8,8,1,7.8,0,8,1
2022/5/27,21.6,8,1,26.2,8,1,19.4,8,1,23.0,0,8,1,5.0,8,1,3.1,0,8,1
2022/5/28,23.0,8,1,26.8,8,1,18.4,8,1,0,1,8,1,3.3,8,1,11.7,0,8,1
2022/5/29,23.9,8,1,29.9,8,1,18.9,8,1,0,1,8,1,3.4,8,1,13.5,0,8,1
2022/5/30,22.9,8,1,28.2,8,1,19.9,8,1,0,1,8,1,3.6,8,1,11.1,0,8,1
2022/5/31,19.6,8,1,23.0,8,1,17.0,8,1,13.0,0,8,1,2.3,8,1,0.4,0,8,1
2022/6/1,21.9,8,1,26.8,8,1,18.8,8,1,0,1,8,1,2.9,8,1,7.1,0,8,1
2022/6/2,22.5,8,1,27.4,8,1,18.6,8,1,0,1,8,1,3.9,8,1,11.4,0,8,1
2022/6/3,21.8,8,1,27.5,8,1,19.4,8,1,0.0,0,8,1,3.0,8,1,8.7,0,8,1
2022/6/4,20.8,8,1,26.4,8,1,18.0,8,1,0.0,0,8,1,3.1,8,1,9.0,0,8,1
2022/6/5,22.0,8,1,25.8,8,1,19.3,8,1,0.0,0,8,1,3.6,8,1,4.9,0,8,1
2022/6/6,17.4,8,1,21.0,8,1,15.8,8,1,37.0,0,8,1,4.4,8,1,0.0,0,8,1
2022/6/7,17.5,8,1,20.0,8,1,15.7,8,1,0.5,0,8,1,3.3,8,1,2.8,0,8,1
2022/6/8,17.3,8,1,20.9,8,1,15.1,8,1,1.0,0,8,1,3.2,8,1,1.7,0,8,1
2022/6/9,19.5,8,1,24.1,8,1,17.0,8,1,0.5,0,8,1,2.4,8,1,4.6,0,8,1
2022/6/10,21.4,8,1,26.5,8,1,18.2,8,1,0.0,0,8,1,3.1,8,1,3.5,0,8,1
2022/6/11,21.7,8,1,24.8,8,1,19.3,8,1,4.0,0,8,1,2.6,8,1,0.0,0,8,1
2022/6/12,20.8,8,1,25.9,8,1,18.5,8,1,6.0,0,8,1,3.4,8,1,4.7,0,8,1
2022/6/13,21.6,8,1,27.1,8,1,18.2,8,1,0,1,8,1,3.8,8,1,8.2,0,8,1
2022/6/14,17.2,8,1,19.2,8,1,15.8,8,1,5.0,0,8,1,2.6,8,1,0.0,0,8,1
2022/6/15,16.8,8,1,18.0,8,1,15.3,8,1,15.0,0,8,1,3.1,8,1,0.0,0,8,1
2022/6/16,20.8,8,1,23.6,8,1,17.6,8,1,0.0,0,8,1,2.3,8,1,0.3,0,8,1
2022/6/17,23.6,8,1,27.8,8,1,20.8,8,1,0,1,8,1,2.2,8,1,3.2,0,8,1
2022/6/18,22.7,8,1,25.5,8,1,20.8,8,1,3.0,0,8,1,2.2,8,1,0.0,0,8,1
2022/6/19,23.8,8,1,27.8,8,1,19.8,8,1,0,1,8,1,3.6,8,1,11.7,0,8,1
2022/6/20,25.0,8,1,29.9,8,1,22.0,8,1,0,1,8,1,2.8,8,1,4.3,0,8,1
2022/6/21,24.3,8,1,28.5,8,1,21.7,8,1,4.0,0,8,1,2.6,8,1,0.6,0,8,1
2022/6/22,23.3,8,1,27.0,8,1,21.6,8,1,11.5,0,8,1,2.3,8,1,1.0,0,8,1
2022/6/23,23.7,8,1,28.1,8,1,21.8,8,1,0.0,0,8,1,2.4,8,1,0.3,0,8,1
2022/6/24,26.7,8,1,30.6,8,1,22.7,8,1,0.0,0,8,1,7.1,8,1,10.4,0,8,1
2022/6/25,28.5,8,1,32.8,8,1,25.3,8,1,0,1,8,1,7.3,8,1,12.8,0,8,1
2022/6/26,28.3,8,1,33.1,8,1,25.1,8,1,0,1,8,1,5.9,8,1,12.0,0,8,1
2022/6/27,28.8,8,1,34.7,8,1,23.9,8,1,0,1,8,1,2.5,8,1,10.4,0,8,1
2022/6/28,28.6,8,1,33.2,8,1,25.1,8,1,0,1,8,1,3.1,8,1,13.1,0,8,1
2022/6/29,28.9,8,1,33.1,8,1,25.2,8,1,0,1,8,1,3.7,8,1,12.7,0,8,1
2022/6/30,30.0,8,1,36.1,8,1,25.4,8,1,0,1,8,1,2.2,8,1,13.4,0,8,1
2022/7/1,28.9,8,1,34.2,8,1,25.1,8,1,0,1,8,1,3.0,8,1,12.6,0,8,1
2022/7/2,28.4,8,1,32.9,8,1,25.3,8,1,0,1,8,1,3.5,8,1,10.5,0,8,1
2022/7/3,27.9,8,1,32.5,8,1,25.4,8,1,0.0,0,8,1,3.1,8,1,1.1,0,8,1
2022/7/4,26.2,8,1,28.5,8,1,24.6,8,1,1.0,0,8,1,3.1,8,1,0.0,0,8,1
2022/7/5,25.5,8,1,30.2,8,1,23.7,8,1,6.0,0,8,1,4.2,8,1,4.4,0,8,1
2022/7/6,26.1,8,1,30.6,8,1,23.6,8,1,0.5,0,8,1,5.1,8,1,1.1,0,8,1
2022/7/7,25.5,8,1,29.0,8,1,23.8,8,1,0.0,0,8,1,3.5,8,1,4.4,0,8,1
2022/7/8,25.4,8,1,29.2,8,1,23.4,8,1,0.0,0,8,1,3.9,8,1,5.4,0,8,1
2022/7/9,26.0,8,1,30.6,8,1,23.1,8,1,0,1,8,1,3.2,8,1,9.7,0,8,1
2022/7/10,26.9,8,1,30.7,8,1,24.6,8,1,0.0,0,8,1,4.2,8,1,6.9,0,8,1
2022/7/11,27.7,8,1,33.8,8,1,24.5,8,1,0,1,8,1,2.5,8,1,11.9,0,8,1
2022/7/12,25.9,8,1,30.6,8,1,22.9,8,1,32.5,0,8,1,2.8,8,1,1.6,0,8,1
2022/7/13,23.9,8,1,26.0,8,1,22.6,8,1,35.5,0,8,1,2.4,8,1,0.0,0,8,1
2022/7/14,24.6,8,1,28.0,8,1,23.4,8,1,2.5,0,8,1,2.4,8,1,0.5,0,8,1
2022/7/15,24.0,8,1,25.6,8,1,23.3,8,1,85.0,0,8,1,2.2,8,1,0.1,0,8,1
2022/7/16,23.8,8,1,25.1,8,1,22.7,8,1,11.0,0,8,1,2.6,8,1,0.0,0,8,1
2022/7/17,25.5,8,1,30.1,8,1,22.4,8,1,13.0,0,8,1,3.7,8,1,5.6,0,8,1
2022/7/18,27.4,8,1,31.9,8,1,23.8,8,1,0.0,0,8,1,3.0,8,1,6.1,0,8,1
2022/7/19,26.6,8,1,28.5,8,1,25.1,8,1,6.5,0,8,1,4.8,8,1,0.0,0,8,1
2022/7/20,29.3,8,1,34.4,8,1,25.3,8,1,0,1,8,1,2.7,8,1,6.5,0,8,1
2022/7/21,27.9,8,1,31.4,8,1,26.1,8,1,0.0,0,8,1,3.6,8,1,5.0,0,8,1
2022/7/22,28.2,8,1,32.5,8,1,25.9,8,1,1.0,0,8,1,5.3,8,1,7.7,0,8,1
2022/7/23,28.2,8,1,32.8,8,1,25.4,8,1,0,1,8,1,3.5,8,1,12.4,0,8,1
2022/7/24,28.1,8,1,32.6,8,1,25.2,8,1,0,1,8,1,4.3,8,1,11.8,0,8,1
2022/7/25,28.5,8,1,32.7,8,1,25.8,8,1,0,1,8,1,4.9,8,1,9.2,0,8,1
2022/7/26,26.9,8,1,29.7,8,1,25.4,8,1,15.0,0,8,1,4.0,8,1,0.4,0,8,1
2022/7/27,28.6,8,1,32.2,8,1,26.6,8,1,0.5,0,8,1,5.6,8,1,9.4,0,8,1
2022/7/28,28.9,8,1,33.0,8,1,26.3,8,1,0,1,8,1,4.7,8,1,8.7,0,8,1
2022/7/29,29.1,8,1,33.6,8,1,25.7,8,1,0.0,0,8,1,3.9,8,1,11.8,0,8,1
2022/7/30,29.6,8,1,33.5,8,1,26.3,8,1,0,1,8,1,3.6,8,1,11.9,0,8,1
2022/7/31,30.6,8,1,35.2,8,1,27.0,8,1,0,1,8,1,3.0,8,1,11.1,0,8,1
2022/8/1,30.8,8,1,35.0,8,1,27.7,8,1,0,1,8,1,3.1,8,1,11.0,0,8,1
2022/8/2,31.3,8,1,35.6,8,1,28.2,8,1,0,1,8,1,2.8,8,1,11.1,0,8,1
2022/8/3,31.7,8,1,36.2,8,1,28.0,8,1,0.0,0,8,1,2.5,8,1,10.2,0,8,1
2022/8/4,25.1,8,1,30.4,8,1,22.8,8,1,51.0,0,8,1,2.5,8,1,0.0,0,8,1
2022/8/5,24.4,8,1,28.1,8,1,22.7,8,1,0.0,0,8,1,3.4,8,1,1.2,0,8,1
2022/8/6,25.3,8,1,29.7,8,1,22.8,8,1,0.0,0,8,1,2.6,8,1,1.7,0,8,1
2022/8/7,27.4,8,1,31.4,8,1,24.5,8,1,0.5,0,8,1,2.3,8,1,5.0,0,8,1
2022/8/8,29.2,8,1,32.7,8,1,26.5,8,1,0,1,8,1,5.3,8,1,10.8,0,8,1
2022/8/9,30.1,8,1,33.4,8,1,28.1,8,1,0,1,8,1,6.4,8,1,12.1,0,8,1
2022/8/10,29.9,8,1,33.4,8,1,27.5,8,1,0,1,8,1,6.5,8,1,12.8,0,8,1
2022/8/11,28.9,8,1,33.1,8,1,27.0,8,1,0.0,0,8,1,5.7,8,1,10.7,0,8,1
2022/8/12,28.0,8,1,31.4,8,1,25.6,8,1,2.0,0,8,1,5.9,8,1,4.6,0,8,1
